* Barcode = SLB93
* Block Type = OpenArray Block
* Chemistry = TAQMAN
* Comment = NA
* Date Created = 05-19-2015 15:21:07 CEST
* Experiment File Name = My Genes
* Experiment Name = SLB93
* Experiment Run End Time = 05-18-2015 17:56:18 CEST
* Experiment Type = Gene Expression
* Instrument Name = 285880792
* Instrument Serial Number = 285880792
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 3
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	Ct	Ct Mean	Ct SD	Amp Score	Cq Conf	CRTAMPLITUDE	HIGHSD	CRTNOISE	ROX Signal
22	A1c6	false	Sample1	Hs00430452_m1	UNKNOWN	FAM	NFQ-MGB	29.009	29.480	0.666	1.525	0.917	N	Y	N	5,690.029
23	A1c7	false	Sample1	Hs00705164_s1	UNKNOWN	FAM	NFQ-MGB	27.090	26.442	0.916	1.584	0.935	N	Y	N	6,368.941
24	A1c8	false	Sample1	Hs01120670_m1	UNKNOWN	FAM	NFQ-MGB	23.937	24.050	0.161	1.497	0.964	N	N	N	5,834.029
25	A1d1	false	Sample1	Hs02330328_s1	UNKNOWN	FAM	NFQ-MGB	23.005	22.798	0.293	1.581	0.940	N	N	N	6,780.941
26	A1d2	false	Sample1	Hs00261432_m1	UNKNOWN	FAM	NFQ-MGB	24.402	24.253	0.210	1.431	0.960	N	N	N	6,138.882
27	A1d3	false	Sample1	Hs00275575_m1	UNKNOWN	FAM	NFQ-MGB	21.751	21.749	0.003	1.513	0.876	N	N	N	5,891.441
28	A1d4	false	Sample1	Hs01560445_m1	UNKNOWN	FAM	NFQ-MGB	19.841	19.836	0.007	1.553	0.915	N	N	N	5,396.265
29	A1d5	false	Sample1	Hs00356233_m1	UNKNOWN	FAM	NFQ-MGB	24.923	25.122	0.281	1.557	0.923	N	N	N	5,917.059
30	A1d6	false	Sample1	Hs01031951_m1	UNKNOWN	FAM	NFQ-MGB	23.954	23.984	0.043	1.526	0.918	N	N	N	5,671.000
31	A1d7	false	Sample1	Hs00275889_m1	UNKNOWN	FAM	NFQ-MGB	24.932	25.075	0.202	1.576	0.940	N	N	N	6,040.088
32	A1d8	false	Sample1	Hs01014809_g1	UNKNOWN	FAM	NFQ-MGB	25.664	25.622	0.060	1.538	0.954	N	N	N	5,622.324
33	A1e1	false	Sample1	Hs00165106_m1	UNKNOWN	FAM	NFQ-MGB	21.066	20.952	0.161	1.501	0.934	N	N	N	6,144.765
34	A1e2	false	Sample1	Hs00169233_m1	UNKNOWN	FAM	NFQ-MGB	25.605	25.154	0.638	1.667	0.948	N	Y	N	6,182.088
35	A1e3	false	Sample1	Hs01020387_m1	UNKNOWN	FAM	NFQ-MGB	26.469	26.390	0.111	1.549	0.966	N	N	N	5,862.147
36	A1e4	false	Sample1	Hs00608023_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,751.853
37	A1e5	false	Sample1	Hs04183483_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.745	0.000	Y	N	Y	6,241.324
38	A1e6	false	Sample1	Hs00367082_g1	UNKNOWN	FAM	NFQ-MGB	27.309	27.261	0.067	1.447	0.915	N	N	N	5,917.618
39	A1e7	false	Sample1	Hs00242302_m1	UNKNOWN	FAM	NFQ-MGB	24.604	24.659	0.078	1.407	0.925	N	N	N	6,409.882
40	A1e8	false	Sample1	Hs00169255_m1	UNKNOWN	FAM	NFQ-MGB	22.681	22.674	0.009	1.591	0.950	N	N	N	6,004.147
41	A1f1	false	Sample1	Hs01054797_g1	UNKNOWN	FAM	NFQ-MGB	25.708	25.501	0.293	1.492	0.902	N	N	N	6,164.353
42	A1f2	false	Sample1	Hs00222966_m1	UNKNOWN	FAM	NFQ-MGB	28.052	28.049	0.004	1.629	0.943	N	N	N	6,185.059
43	A1f3	false	Sample1	Hs00355671_g1	UNKNOWN	FAM	NFQ-MGB	23.243	23.391	0.210	1.504	0.928	N	N	N	5,897.853
44	A1f4	false	Sample1	Hs01113624_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	6,049.353
45	A1f5	false	Sample1	Hs00417120_m1	UNKNOWN	FAM	NFQ-MGB	28.273	29.186	1.290	1.592	0.972	N	Y	N	5,992.206
46	A1f6	false	Sample1	Hs00271599_m1	UNKNOWN	FAM	NFQ-MGB	24.425	24.322	0.146	1.547	0.976	N	N	N	5,737.588
47	A1f7	false	Sample1	Hs00171147_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	6,021.029
48	A1f8	false	Sample1	Hs04194512_g1	UNKNOWN	FAM	NFQ-MGB	26.026	25.975	0.071	1.593	0.920	N	N	N	5,726.529
49	A1g1	false	Sample1					Undetermined					N	N	N	
50	A1g2	false	Sample1					Undetermined					N	N	N	
51	A1g3	false	Sample1	Hs01066930_m1	UNKNOWN	FAM	NFQ-MGB	25.410	25.472	0.088	1.586	0.934	N	N	N	6,027.147
52	A1g4	false	Sample1	Hs00153294_m1	UNKNOWN	FAM	NFQ-MGB	25.754	25.698	0.079	1.390	0.888	N	N	N	6,267.941
53	A1g5	false	Sample1	Hs00155026_m1	UNKNOWN	FAM	NFQ-MGB	17.743	17.356	0.548	1.518	0.939	N	Y	N	6,533.235
54	A1g6	false	Sample1	Hs01026927_g1	UNKNOWN	FAM	NFQ-MGB	27.694	27.532	0.228	1.581	0.973	N	N	N	5,852.824
55	A1g7	false	Sample1					Undetermined					N	N	N	
56	A1g8	false	Sample1					Undetermined					N	N	N	
57	A1h1	false	Sample1					Undetermined					N	N	N	
58	A1h2	false	Sample1					Undetermined					N	N	N	
59	A1h3	false	Sample1	Hs00171432_m1	UNKNOWN	FAM	NFQ-MGB	30.759	31.212	0.641	1.501	0.968	N	Y	N	6,151.765
60	A1h4	false	Sample1	Hs00361432_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	6,217.265
61	A1h5	false	Sample1	Hs00201853_m1	UNKNOWN	FAM	NFQ-MGB	30.014	30.014		1.595	0.960	N	N	N	6,574.735
62	A1h6	false	Sample1	Hs00169366_m1	UNKNOWN	FAM	NFQ-MGB	27.426	27.986	0.792	1.627	0.955	N	Y	N	5,863.471
63	A1h7	false	Sample1					Undetermined					N	N	N	
64	A1h8	false	Sample1					Undetermined					N	N	N	
65	A2a1	false	Sample1	Hs02383872_s1	UNKNOWN	FAM	NFQ-MGB	26.544	26.678	0.190	1.532	0.974	N	N	N	5,633.853
66	A2a2	false	Sample1	Hs00426275_m1	UNKNOWN	FAM	NFQ-MGB	29.267	28.883	0.543	1.451	0.971	N	Y	N	5,673.500
67	A2a3	false	Sample1	Hs04187470_m1	UNKNOWN	FAM	NFQ-MGB	29.174	28.331	1.193	1.474	0.958	N	Y	N	4,974.176
68	A2a4	false	Sample1	Hs01013996_m1	UNKNOWN	FAM	NFQ-MGB	22.995	22.736	0.367	1.522	0.957	N	N	N	5,212.824
69	A2a5	false	Sample1	Hs00426608_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,933.118
70	A2a6	false	Sample1	Hs01551887_m1	UNKNOWN	FAM	NFQ-MGB	25.731	25.593	0.195	1.487	0.967	N	N	N	5,134.794
71	A2a7	false	Sample1	Hs00230385_m1	UNKNOWN	FAM	NFQ-MGB	25.011	25.121	0.156	1.366	0.943	N	N	N	4,945.941
72	A2a8	false	Sample1	Hs00230189_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	30.081		0.000	0.000	Y	N	Y	5,105.941
73	A2b1	false	Sample1	Hs00380895_m1	UNKNOWN	FAM	NFQ-MGB	24.260	24.300	0.056	1.536	0.966	N	N	N	5,510.588
74	A2b2	false	Sample1	Hs01114267_m1	UNKNOWN	FAM	NFQ-MGB	30.077	30.607	0.751	1.551	0.975	N	Y	N	5,557.000
75	A2b3	false	Sample1	Hs00157347_m1	UNKNOWN	FAM	NFQ-MGB	26.925	27.167	0.342	1.523	0.974	N	N	N	5,186.706
76	A2b4	false	Sample1	Hs01586213_m1	UNKNOWN	FAM	NFQ-MGB	16.209	16.269	0.086	1.623	0.968	N	N	N	5,233.324
77	A2b5	false	Sample1	Hs00241027_m1	UNKNOWN	FAM	NFQ-MGB	15.488	15.479	0.013	1.579	0.933	N	N	N	5,434.529
78	A2b6	false	Sample1	Hs01100039_m1	UNKNOWN	FAM	NFQ-MGB	29.515	30.648	1.603	1.492	0.968	N	Y	N	5,363.912
79	A2b7	false	Sample1	Hs00930058_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,338.500
80	A2b8	false	Sample1	Hs00978358_g1	UNKNOWN	FAM	NFQ-MGB	21.700	21.731	0.044	1.461	0.951	N	N	N	5,438.647
81	A2c1	false	Sample1	Hs02569702_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	N	N	Y	5,559.265
82	A2c2	false	Sample1	Hs01119078_mH	UNKNOWN	FAM	NFQ-MGB	28.646	28.478	0.237	1.564	0.979	N	N	N	5,935.441
83	A2c3	false	Sample1	Hs00604506_m1	UNKNOWN	FAM	NFQ-MGB	26.719	26.721	0.003	1.530	0.974	N	N	N	5,475.147
84	A2c4	false	Sample1	Hs00161204_m1	UNKNOWN	FAM	NFQ-MGB	27.205	27.213	0.012	1.534	0.953	N	N	N	5,708.029
85	A2c5	false	Sample1	Hs00166821_m1	UNKNOWN	FAM	NFQ-MGB	26.425	26.142	0.401	1.389	0.968	N	N	N	5,558.000
86	A2c6	false	Sample1	Hs04195026_sH	UNKNOWN	FAM	NFQ-MGB	22.763	22.748	0.022	1.531	0.960	N	N	N	5,652.618
87	A2c7	false	Sample1	Hs00426361_m1	UNKNOWN	FAM	NFQ-MGB	20.279	20.217	0.089	1.505	0.967	N	N	N	5,705.029
88	A2c8	false	Sample1	Hs00426380_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	30.160		0.000	0.000	Y	N	Y	5,671.882
89	A2d1	false	Sample1	Hs04183452_g1	UNKNOWN	FAM	NFQ-MGB	25.983	26.311	0.465	1.510	0.936	N	N	N	5,810.235
90	A2d2	false	Sample1	Hs00157048_m1	UNKNOWN	FAM	NFQ-MGB	26.118	25.961	0.223	1.467	0.962	N	N	N	5,630.647
91	A2d3	false	Sample1	Hs00747232_mH	UNKNOWN	FAM	NFQ-MGB	22.667	22.677	0.014	1.596	0.978	N	N	N	5,307.647
92	A2d4	false	Sample1	Hs02560787_s1	UNKNOWN	FAM	NFQ-MGB	25.649	25.329	0.453	1.441	0.933	N	N	N	5,569.765
93	A2d5	false	Sample1	Hs00195591_m1	UNKNOWN	FAM	NFQ-MGB	30.978	31.327	0.494	1.438	0.946	N	N	N	5,617.824
94	A2d6	false	Sample1	Hs00950344_m1	UNKNOWN	FAM	NFQ-MGB	26.364	26.441	0.109	1.613	0.983	N	N	N	5,446.735
95	A2d7	false	Sample1	Hs00609799_m1	UNKNOWN	FAM	NFQ-MGB	24.534	24.717	0.260	1.615	0.970	N	N	N	5,622.324
96	A2d8	false	Sample1	Hs01026189_g1	UNKNOWN	FAM	NFQ-MGB	29.353	29.565	0.300	1.578	0.961	N	N	N	5,638.853
97	A2e1	false	Sample1	Hs04188837_g1	UNKNOWN	FAM	NFQ-MGB	22.745	22.789	0.062	1.538	0.939	N	N	N	5,858.912
98	A2e2	false	Sample1	Hs00248075_m1	UNKNOWN	FAM	NFQ-MGB	29.679	29.679		1.564	0.946	N	N	N	5,602.794
99	A2e3	false	Sample1	Hs00358796_g1	UNKNOWN	FAM	NFQ-MGB	23.457	23.577	0.171	1.440	0.830	N	N	N	5,408.265
100	A2e4	false	Sample1	Hs00173927_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.558	0.000	Y	N	Y	5,481.176
101	A2e5	false	Sample1	Hs00171132_m1	UNKNOWN	FAM	NFQ-MGB	20.788	20.757	0.045	1.526	0.959	N	N	N	5,560.588
102	A2e6	false	Sample1	Hs00231069_m1	UNKNOWN	FAM	NFQ-MGB	28.153	28.523	0.523	1.624	0.961	N	Y	N	5,708.676
103	A2e7	false	Sample1	Hs00232783_m1	UNKNOWN	FAM	NFQ-MGB	29.262	29.196	0.094	1.521	0.972	N	N	N	5,666.559
104	A2e8	false	Sample1	Hs00207691_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,359.824
105	A2f1	false	Sample1	Hs00985639_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.806	0.000	Y	N	Y	5,742.529
106	A2f2	false	Sample1	Hs00174092_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.697	0.000	Y	N	Y	5,915.500
107	A2f3	false	Sample1	Hs00895608_m1	UNKNOWN	FAM	NFQ-MGB	26.577	26.929	0.498	1.475	0.966	N	N	N	5,462.588
108	A2f4	false	Sample1	Hs01911452_s1	UNKNOWN	FAM	NFQ-MGB	27.212	27.114	0.138	1.625	0.935	N	N	N	5,646.294
109	A2f5	false	Sample1	Hs01921425_s1	UNKNOWN	FAM	NFQ-MGB	24.171	24.169	0.002	1.578	0.952	N	N	N	5,401.265
110	A2f6	false	Sample1	Hs00942643_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.671	0.000	Y	N	Y	5,486.529
111	A2f7	false	Sample1	Hs04194779_g1	UNKNOWN	FAM	NFQ-MGB	26.118	26.252	0.189	1.564	0.923	N	N	N	5,607.147
112	A2f8	false	Sample1	Hs00952741_m1	UNKNOWN	FAM	NFQ-MGB	28.585	27.700	1.252	1.412	0.896	N	Y	N	5,559.882
113	A2g1	false	Sample1					Undetermined					N	N	N	
114	A2g2	false	Sample1					Undetermined					N	N	N	
115	A2g3	false	Sample1	Hs00932747_m1	UNKNOWN	FAM	NFQ-MGB	22.736	22.697	0.054	1.577	0.878	N	N	N	5,600.765
116	A2g4	false	Sample1	Hs01551078_m1	UNKNOWN	FAM	NFQ-MGB	30.074	29.172	1.276	1.673	0.952	N	Y	N	5,789.824
117	A2g5	false	Sample1	Hs00152939_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.324	0.000	Y	N	Y	5,643.353
118	A2g6	false	Sample1	Hs00152972_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,484.853
119	A2g7	false	Sample1					Undetermined					N	N	N	
120	A2g8	false	Sample1					Undetermined					N	N	N	
121	A2h1	false	Sample1					Undetermined					N	N	N	
122	A2h2	false	Sample1					Undetermined					N	N	N	
123	A2h3	false	Sample1	Hs00355049_m1	UNKNOWN	FAM	NFQ-MGB	22.274	22.314	0.056	1.516	0.936	N	N	N	5,548.471
124	A2h4	false	Sample1	Hs00182031_m1	UNKNOWN	FAM	NFQ-MGB	26.759	26.813	0.076	1.576	0.958	N	N	N	5,776.824
125	A2h5	false	Sample1	Hs01547250_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	30.440		0.523	0.000	Y	N	Y	5,816.147
126	A2h6	false	Sample1	Hs00609296_g1	UNKNOWN	FAM	NFQ-MGB	25.681	25.577	0.147	1.534	0.969	N	N	N	5,451.588
127	A2h7	false	Sample1					Undetermined					N	N	N	
128	A2h8	false	Sample1					Undetermined					N	N	N	
129	A3a1	false	Sample1	Hs00608480_m1	UNKNOWN	FAM	NFQ-MGB	27.710	27.506	0.288	1.447	0.967	N	N	N	5,548.647
130	A3a2	false	Sample1	Hs00973654_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.715	0.000	Y	N	Y	5,035.176
131	A3a3	false	Sample1	Hs00427552_m1	UNKNOWN	FAM	NFQ-MGB	27.182	27.002	0.255	1.363	0.971	N	N	N	4,781.059
132	A3a4	false	Sample1	Hs00198409_m1	UNKNOWN	FAM	NFQ-MGB	23.658	23.754	0.135	1.386	0.963	N	N	N	5,032.441
133	A3a5	false	Sample1	Hs00202073_m1	UNKNOWN	FAM	NFQ-MGB	28.064	27.996	0.097	1.503	0.970	N	N	N	4,842.059
134	A3a6	false	Sample1	Hs00157976_m1	UNKNOWN	FAM	NFQ-MGB	25.821	25.709	0.159	1.495	0.974	N	N	N	4,888.559
135	A3a7	false	Sample1	Hs00154808_m1	UNKNOWN	FAM	NFQ-MGB	29.844	30.596	1.063	1.431	0.970	N	Y	N	4,672.059
136	A3a8	false	Sample1	Hs00378551_m1	UNKNOWN	FAM	NFQ-MGB	24.696	24.683	0.019	1.463	0.969	N	N	N	4,766.324
137	A3b1	false	Sample1	Hs00985427_m1	UNKNOWN	FAM	NFQ-MGB	22.891	22.830	0.087	1.481	0.960	N	N	N	5,169.176
138	A3b2	false	Sample1	Hs00173490_m1	UNKNOWN	FAM	NFQ-MGB	13.865	13.852	0.018	1.589	0.940	N	N	N	5,324.559
139	A3b3	false	Sample1	Hs00198527_m1	UNKNOWN	FAM	NFQ-MGB	25.565	25.521	0.063	1.453	0.974	N	N	N	5,022.529
140	A3b4	false	Sample1	Hs00542792_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	30.485		0.000	0.000	Y	N	Y	5,102.294
141	A3b5	false	Sample1	Hs01566156_m1	UNKNOWN	FAM	NFQ-MGB	27.835	27.374	0.652	1.535	0.971	N	Y	N	5,038.912
142	A3b6	false	Sample1	Hs00173526_m1	UNKNOWN	FAM	NFQ-MGB	28.116	28.313	0.278	1.503	0.975	N	N	N	5,083.471
143	A3b7	false	Sample1	Hs02621496_s1	UNKNOWN	FAM	NFQ-MGB	26.709	26.228	0.679	1.496	0.972	N	Y	N	4,893.000
144	A3b8	false	Sample1	Hs00416923_m1	UNKNOWN	FAM	NFQ-MGB	28.228	28.171	0.080	1.588	0.972	N	N	N	5,094.971
145	A3c1	false	Sample1	Hs00992319_m1	UNKNOWN	FAM	NFQ-MGB	23.013	23.168	0.219	1.514	0.953	N	N	N	5,121.794
146	A3c2	false	Sample1	Hs02383413_s1	UNKNOWN	FAM	NFQ-MGB	25.239	25.013	0.320	1.611	0.972	N	N	N	5,508.765
147	A3c3	false	Sample1	Hs00212963_m1	UNKNOWN	FAM	NFQ-MGB	25.092	25.189	0.137	1.508	0.971	N	N	N	5,045.500
148	A3c4	false	Sample1	Hs00275607_m1	UNKNOWN	FAM	NFQ-MGB	24.500	24.663	0.231	1.584	0.984	N	N	N	5,409.088
149	A3c5	false	Sample1	Hs00156197_m1	UNKNOWN	FAM	NFQ-MGB	18.913	18.893	0.028	1.562	0.952	N	N	N	5,052.529
150	A3c6	false	Sample1	Hs00219089_m1	UNKNOWN	FAM	NFQ-MGB	26.486	26.612	0.178	1.550	0.975	N	N	N	5,300.706
151	A3c7	false	Sample1	Hs00426592_m1	UNKNOWN	FAM	NFQ-MGB	24.436	24.416	0.029	1.477	0.972	N	N	N	5,131.029
152	A3c8	false	Sample1	Hs00608677_m1	UNKNOWN	FAM	NFQ-MGB	28.639	28.639		1.650	0.982	N	N	N	5,310.471
153	A3d1	false	Sample1	Hs01573837_g1	UNKNOWN	FAM	NFQ-MGB	25.485	25.503	0.026	1.548	0.977	N	N	N	5,517.500
154	A3d2	false	Sample1	Hs00152928_m1	UNKNOWN	FAM	NFQ-MGB	31.596	31.070	0.745	1.493	0.972	N	Y	N	5,386.029
155	A3d3	false	Sample1	Hs00914120_m1	UNKNOWN	FAM	NFQ-MGB	25.380	25.278	0.145	1.520	0.964	N	N	N	5,108.059
156	A3d4	false	Sample1	Hs00171584_m1	UNKNOWN	FAM	NFQ-MGB	22.825	22.924	0.140	1.362	0.968	N	N	N	4,929.324
157	A3d5	false	Sample1	Hs00946916_m1	UNKNOWN	FAM	NFQ-MGB	21.299	21.246	0.074	1.585	0.986	N	N	N	4,996.353
158	A3d6	false	Sample1	Hs01067777_m1	UNKNOWN	FAM	NFQ-MGB	15.250	15.263	0.019	1.542	0.950	N	N	N	5,217.824
159	A3d7	false	Sample1	Hs00983323_m1	UNKNOWN	FAM	NFQ-MGB	26.325	26.446	0.170	1.566	0.978	N	N	N	5,099.206
160	A3d8	false	Sample1	Hs00185873_m1	UNKNOWN	FAM	NFQ-MGB	23.835	23.845	0.015	1.535	0.979	N	N	N	5,303.941
161	A3e1	false	Sample1	Hs00909569_g1	UNKNOWN	FAM	NFQ-MGB	22.626	22.665	0.055	1.498	0.937	N	N	N	5,185.559
162	A3e2	false	Sample1	Hs00606086_m1	UNKNOWN	FAM	NFQ-MGB	27.885	27.979	0.133	1.540	0.979	N	N	N	5,430.265
163	A3e3	false	Sample1	Hs00179843_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.718	0.000	Y	N	Y	5,499.000
164	A3e4	false	Sample1	Hs01110766_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.544	0.000	Y	N	Y	5,324.735
165	A3e5	false	Sample1	Hs01119974_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,183.353
166	A3e6	false	Sample1	Hs01090242_m1	UNKNOWN	FAM	NFQ-MGB	25.886	25.751	0.191	1.509	0.967	N	N	N	5,394.765
167	A3e7	false	Sample1	Hs00174717_m1	UNKNOWN	FAM	NFQ-MGB	24.418	24.225	0.273	1.538	0.984	N	N	N	5,350.676
168	A3e8	false	Sample1	Hs00272345_m1	UNKNOWN	FAM	NFQ-MGB	20.808	20.779	0.041	1.491	0.971	N	N	N	5,387.706
169	A3f1	false	Sample1	Hs00902543_g1	UNKNOWN	FAM	NFQ-MGB	23.753	23.752	0.001	1.595	0.965	N	N	N	5,195.412
170	A3f2	false	Sample1	Hs01035168_m1	UNKNOWN	FAM	NFQ-MGB	23.401	23.373	0.040	1.553	0.906	N	N	N	5,146.206
171	A3f3	false	Sample1	Hs00175407_m1	UNKNOWN	FAM	NFQ-MGB	26.219	26.539	0.453	1.625	0.937	N	N	N	4,812.853
172	A3f4	false	Sample1	Hs04187831_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,507.412
173	A3f5	false	Sample1	Hs00354985_m1	UNKNOWN	FAM	NFQ-MGB	24.518	24.812	0.416	1.587	0.656	N	N	N	5,055.941
174	A3f6	false	Sample1	Hs01062014_m1	UNKNOWN	FAM	NFQ-MGB	26.973	27.651	0.959	1.474	0.925	N	Y	N	5,430.206
175	A3f7	false	Sample1	Hs01050702_m1	UNKNOWN	FAM	NFQ-MGB	28.958	30.227	1.796	1.625	0.987	N	Y	N	5,104.882
176	A3f8	false	Sample1	Hs01063858_m1	UNKNOWN	FAM	NFQ-MGB	27.894	27.970	0.107	1.576	0.974	N	N	N	5,432.176
177	A3g1	false	Sample1					Undetermined					N	N	N	
178	A3g2	false	Sample1					Undetermined					N	N	N	
179	A3g3	false	Sample1	Hs01086177_m1	UNKNOWN	FAM	NFQ-MGB	30.815	30.815		1.557	0.962	N	N	N	5,535.559
180	A3g4	false	Sample1	Hs04234730_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,471.471
181	A3g5	false	Sample1	Hs00183740_m1	UNKNOWN	FAM	NFQ-MGB	29.682	29.682		1.470	0.953	N	N	N	5,198.412
182	A3g6	false	Sample1	Hs01070032_m1	UNKNOWN	FAM	NFQ-MGB	29.181	29.077	0.147	1.512	0.900	N	N	N	5,306.794
183	A3g7	false	Sample1					Undetermined					N	N	N	
184	A3g8	false	Sample1					Undetermined					N	N	N	
185	A3h1	false	Sample1					Undetermined					N	N	N	
186	A3h2	false	Sample1					Undetermined					N	N	N	
187	A3h3	false	Sample1	Hs02800695_m1	UNKNOWN	FAM	NFQ-MGB	25.734	25.890	0.221	1.578	0.931	N	N	N	5,079.471
